CGPA,Projects,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label,Practical Experiences,I+P,I+W,P+W,Aptitude*SoftSkills,Internships less than 2,Workshops/Certifications less than 2
8.7,3,90,4.8,1,1,80,86,1,7,5,4,5,432.0,0,0
8.4,3,87,4.8,1,0,82,75,1,5,3,2,5,417.59999999999997,1,0
8.4,3,90,4.7,1,1,85,88,1,6,4,3,5,423.0,1,0
8.8,3,89,4.5,1,1,77,87,1,5,3,2,5,400.5,1,0
7.5,2,75,4.2,1,1,65,86,0,5,4,3,3,315.0,0,1
7.7,2,69,4.5,0,1,55,61,0,4,3,2,3,310.5,1,1
7.5,2,81,4.1,1,0,56,66,0,3,2,1,3,332.09999999999997,1,1
7.5,3,83,4.8,1,1,73,87,1,4,4,1,3,398.4,1,1
8.3,3,90,4.7,1,1,76,85,1,5,3,2,5,423.0,1,0
7.6,2,69,4.8,0,0,80,71,0,3,2,1,3,331.2,1,1
6.7,1,81,4.6,1,1,57,70,1,2,2,1,1,372.59999999999997,1,1
7.6,1,73,4.7,0,0,80,57,0,1,1,0,1,343.1,1,1
6.5,1,81,4.1,0,1,64,65,0,1,1,0,1,332.09999999999997,1,1
7.9,3,90,4.5,1,0,84,82,1,7,5,4,5,405.0,0,0
8.4,3,90,4.7,1,1,82,87,1,5,3,2,5,423.0,1,0
7.3,1,74,4.5,0,0,67,65,0,2,2,1,1,333.0,1,1
7.6,2,84,4.5,1,1,69,86,1,2,2,0,2,378.0,1,1
7.4,1,82,4.3,0,1,86,69,0,3,2,2,2,352.59999999999997,1,1
8.7,2,84,4.3,0,0,78,87,0,5,3,3,4,361.2,1,0
7.9,3,89,4.5,0,0,63,59,1,5,3,2,5,400.5,1,0
7.8,2,77,4.2,0,1,79,70,1,3,3,1,2,323.40000000000003,1,1
6.8,1,78,4.0,0,0,65,58,0,3,2,2,2,312.0,1,1
7.7,2,86,4.8,1,1,73,86,1,5,3,3,4,412.8,1,0
7.6,1,77,4.0,0,1,55,74,1,3,2,2,2,308.0,1,1
7.7,2,88,4.5,0,1,55,69,0,3,3,1,2,396.0,1,1
6.7,3,83,4.0,0,0,79,68,1,7,5,4,5,332.0,0,0
7.7,1,82,4.3,0,1,60,63,0,2,2,1,1,352.59999999999997,1,1
8.2,2,83,4.8,1,1,78,82,1,4,2,2,4,398.4,1,0
8.2,2,82,4.7,1,0,75,68,1,6,4,4,4,385.40000000000003,0,0
6.9,3,80,4.4,1,1,74,67,0,5,5,2,3,352.0,0,1
8.1,3,90,4.3,1,1,74,80,0,6,4,3,5,387.0,1,0
6.7,2,74,4.0,0,1,56,66,0,3,3,1,2,296.0,1,1
6.5,2,77,3.5,0,1,57,68,1,3,3,1,2,269.5,1,1
8.1,3,85,4.8,1,1,80,79,1,7,5,4,5,408.0,0,0
7.3,1,66,4.7,0,0,59,66,0,2,1,1,2,310.2,1,1
8.7,3,90,4.8,1,1,82,84,1,7,5,4,5,432.0,0,0
7.5,1,70,4.4,0,1,70,64,0,2,2,1,1,308.0,1,1
8.1,1,60,3.7,1,0,77,66,0,2,2,1,1,222.0,1,1
7.5,3,84,4.1,1,1,82,82,0,4,4,1,3,344.4,1,1
8.7,3,88,4.8,1,0,77,82,1,4,3,1,4,422.4,1,1
8.0,3,90,4.5,1,1,77,88,1,7,5,4,5,405.0,0,0
6.6,1,71,4.4,1,1,64,85,0,2,1,1,2,312.40000000000003,1,1
8.3,3,90,4.8,1,1,87,88,1,6,4,3,5,432.0,1,0
8.0,1,84,4.6,1,0,76,84,1,4,2,3,3,386.4,1,0
6.5,2,75,3.9,0,1,56,63,0,3,2,1,3,292.5,1,1
7.5,2,67,4.4,1,0,66,84,0,3,3,1,2,294.8,1,1
8.1,2,90,4.8,1,1,76,88,0,4,4,2,2,432.0,0,1
6.5,1,67,3.8,0,0,56,64,0,2,2,1,1,254.6,1,1
7.1,1,70,4.1,1,1,56,65,0,2,2,1,1,287.0,1,1
7.7,3,86,4.8,1,1,79,84,1,4,4,1,3,412.8,1,1
8.7,3,90,4.8,1,1,73,82,1,7,5,4,5,432.0,0,0
7.6,2,83,3.9,1,1,70,69,1,4,3,2,3,323.7,1,1
8.6,2,77,4.7,0,1,55,68,1,3,3,1,2,361.90000000000003,1,1
8.1,2,70,4.8,1,1,78,86,1,2,2,0,2,336.0,1,1
8.1,1,62,3.0,0,0,55,67,0,2,2,1,1,186.0,1,1
8.2,3,90,4.8,1,0,83,82,1,7,5,4,5,432.0,0,0
8.1,2,79,4.6,1,1,79,85,0,6,4,4,4,363.4,0,0
7.7,2,83,4.5,1,1,63,82,1,4,2,2,4,373.5,1,0
6.5,2,72,4.6,1,1,82,71,0,4,3,2,3,331.2,1,1
8.0,2,90,4.8,1,1,75,85,1,6,4,4,4,432.0,0,0
8.4,3,83,4.8,1,1,77,85,1,4,4,1,3,398.4,1,1
6.5,0,88,4.7,1,1,74,67,1,1,1,1,0,413.6,1,1
7.3,1,60,4.1,0,0,59,65,0,3,2,2,2,245.99999999999997,1,1
7.7,2,78,3.8,0,1,66,66,0,3,3,1,2,296.4,1,1
8.5,3,88,4.8,1,1,83,85,1,6,4,3,5,422.4,1,0
6.6,2,73,3.3,1,1,64,83,1,5,3,3,4,240.89999999999998,1,0
6.5,1,76,3.8,0,0,55,70,0,2,2,1,1,288.8,1,1
8.5,3,90,4.7,1,1,75,88,1,6,5,3,4,423.0,0,1
8.2,3,77,4.5,1,1,75,88,1,4,4,1,3,346.5,1,1
6.5,1,77,4.3,0,0,66,60,0,2,2,1,1,331.09999999999997,1,1
6.5,1,60,4.0,0,0,70,71,0,3,2,2,2,240.0,1,1
6.6,2,69,3.6,0,1,55,70,0,4,3,2,3,248.4,1,1
7.8,2,82,4.0,0,1,70,60,0,3,3,1,2,328.0,1,1
8.4,3,90,4.8,1,0,72,85,1,7,5,4,5,432.0,0,0
7.8,2,65,4.8,0,1,55,73,1,5,4,3,3,312.0,0,1
7.9,2,79,4.8,1,1,61,66,0,3,2,1,3,379.2,1,1
7.4,1,68,4.5,0,0,69,68,0,3,2,2,2,306.0,1,1
8.4,3,90,4.8,1,1,88,83,1,5,3,2,5,432.0,1,0
7.4,2,66,4.7,1,1,63,65,0,3,3,1,2,310.2,1,1
7.8,1,61,3.8,0,0,60,71,0,1,1,0,1,231.79999999999998,1,1
6.5,1,68,3.8,0,0,59,65,0,2,2,1,1,258.4,1,1
6.8,3,90,4.8,1,1,81,83,1,8,5,5,6,432.0,0,0
7.9,1,87,4.7,1,1,89,85,0,3,1,2,3,408.90000000000003,1,0
8.2,0,84,4.8,1,1,74,82,1,1,1,1,0,403.2,1,1
8.5,3,83,4.8,1,1,76,87,1,6,4,3,5,398.4,1,0
8.3,2,84,4.8,1,1,87,86,1,4,2,2,4,403.2,1,0
7.6,1,82,3.9,1,0,71,71,0,4,3,3,2,319.8,0,1
6.5,1,77,3.7,0,1,63,69,0,2,2,1,1,284.90000000000003,1,1
6.5,1,61,3.1,0,0,68,74,0,3,2,2,2,189.1,1,1
7.5,2,87,4.5,0,0,57,72,0,3,3,1,2,391.5,1,1
8.3,3,90,4.7,1,0,83,80,1,7,5,4,5,423.0,0,0
7.2,1,77,4.7,1,1,62,69,1,3,2,2,2,361.90000000000003,1,1
8.0,3,83,4.7,1,1,77,83,0,5,4,2,4,390.1,1,1
6.9,1,76,4.3,0,1,60,64,0,2,2,1,1,326.8,1,1
7.8,1,74,3.6,1,1,57,72,0,4,3,3,2,266.40000000000003,0,1
8.6,2,85,3.7,1,1,81,83,0,5,3,3,4,314.5,1,0
7.9,3,78,4.6,1,1,78,85,1,4,4,1,3,358.79999999999995,1,1
8.3,2,70,4.1,0,1,55,72,0,2,2,0,2,287.0,1,1
7.8,2,78,4.8,0,1,55,69,0,4,3,2,3,374.4,1,1
7.6,3,81,4.0,1,1,67,69,1,7,5,4,5,324.0,0,0
7.3,1,67,3.6,0,0,55,58,0,1,1,0,1,241.20000000000002,1,1
7.8,1,79,4.0,0,1,55,70,0,2,2,1,1,316.0,1,1
7.4,1,74,4.4,1,1,71,81,1,2,2,1,1,325.6,1,1
8.3,3,79,4.4,1,1,78,83,1,6,4,3,5,347.6,1,0
8.0,2,74,4.1,0,1,70,84,1,5,3,3,4,303.4,1,0
7.6,2,78,4.4,1,1,80,71,0,4,2,2,4,343.20000000000005,1,0
8.3,3,82,4.5,1,1,73,81,1,3,3,0,3,369.0,1,1
8.5,3,90,4.8,1,0,74,88,1,5,5,2,3,432.0,0,1
8.5,3,79,4.5,1,1,73,88,0,4,4,1,3,355.5,1,1
6.5,2,60,3.1,0,0,65,71,0,3,2,1,3,186.0,1,1
8.3,3,76,4.5,1,0,81,67,0,4,3,1,4,342.0,1,1
6.5,1,62,4.0,0,1,58,66,0,1,1,0,1,248.0,1,1
7.8,1,89,4.7,1,1,79,69,0,2,2,1,1,418.3,1,1
8.9,3,86,4.7,1,1,71,88,1,7,5,4,5,404.2,0,0
8.3,3,85,4.8,1,1,71,70,1,6,4,3,5,408.0,1,0
8.5,1,90,4.8,1,0,61,75,0,2,1,1,2,432.0,1,1
6.5,1,62,4.1,0,1,63,67,0,3,2,2,2,254.2,1,1
7.7,3,89,4.8,1,1,86,79,1,7,5,4,5,427.2,0,0
8.2,2,68,4.2,0,0,57,64,0,3,3,1,2,285.6,1,1
7.5,1,71,3.4,0,0,66,74,0,2,1,1,2,241.4,1,1
8.3,3,82,4.8,1,1,79,81,1,7,5,4,5,393.59999999999997,0,0
6.5,2,77,4.4,1,0,64,80,0,6,3,4,5,338.8,1,0
6.5,2,71,3.4,0,1,55,73,0,2,2,0,2,241.4,1,1
8.4,3,81,4.3,0,1,74,66,1,6,4,3,5,348.3,1,0
7.8,3,81,4.5,1,1,79,72,1,4,4,1,3,364.5,1,1
8.3,3,90,4.8,1,1,75,80,1,7,5,4,5,432.0,0,0
8.3,3,90,4.8,1,1,88,87,1,7,5,4,5,432.0,0,0
8.5,3,86,4.6,1,1,64,83,1,6,4,3,5,395.59999999999997,1,0
8.3,2,90,4.8,1,1,90,84,1,5,3,3,4,432.0,1,0
8.5,2,90,4.8,0,1,70,72,0,6,3,4,5,432.0,1,0
6.8,2,89,3.9,0,1,63,61,1,3,2,1,3,347.09999999999997,1,1
7.5,2,82,4.4,0,1,57,61,1,3,3,1,2,360.8,1,1
7.4,2,64,3.5,0,0,62,69,0,4,3,2,3,224.0,1,1
7.8,1,73,3.2,0,1,57,69,0,2,2,1,1,233.60000000000002,1,1
7.5,1,68,4.1,0,1,82,67,0,2,2,1,1,278.79999999999995,1,1
6.5,3,89,4.4,1,1,77,73,1,5,5,2,3,391.6,0,1
7.4,1,69,4.0,0,1,60,71,0,2,1,1,2,276.0,1,1
8.0,2,83,4.0,1,1,75,68,1,4,3,2,3,332.0,1,1
7.8,3,87,4.1,1,1,66,63,0,4,4,1,3,356.7,1,1
6.6,2,64,4.2,0,0,55,85,0,2,2,0,2,268.8,1,1
8.5,2,76,3.8,0,1,58,70,0,4,3,2,3,288.8,1,1
7.7,1,75,4.6,0,1,72,75,0,3,2,2,2,345.0,1,1
8.0,3,90,4.4,1,1,72,85,1,5,5,2,3,396.00000000000006,0,1
8.0,3,86,4.8,1,0,84,85,1,6,4,3,5,412.8,1,0
6.8,2,75,4.5,1,1,76,80,0,3,3,1,2,337.5,1,1
8.2,3,79,4.1,1,1,78,65,1,6,4,3,5,323.9,1,0
8.1,3,86,4.5,1,1,84,81,1,7,5,4,5,387.0,0,0
8.3,2,82,4.6,1,1,85,86,1,3,3,1,2,377.2,1,1
8.3,2,84,4.7,1,1,59,69,0,4,3,2,3,394.8,1,1
7.4,1,85,3.9,0,1,68,63,0,1,1,0,1,331.5,1,1
8.4,3,83,4.6,1,1,79,83,1,6,5,3,4,381.79999999999995,0,1
7.4,1,74,4.1,0,1,56,62,0,2,2,1,1,303.4,1,1
8.0,1,77,3.9,1,1,72,68,1,2,2,1,1,300.3,1,1
8.2,3,80,4.8,1,1,80,83,1,5,3,2,5,384.0,1,0
8.2,2,89,4.3,1,1,76,83,1,5,3,3,4,382.7,1,0
8.0,2,83,4.6,1,1,82,78,0,4,2,2,4,381.79999999999995,1,0
7.8,3,75,4.5,1,1,72,81,1,5,5,2,3,337.5,0,1
8.0,2,80,3.4,1,1,76,82,0,4,3,2,3,272.0,1,1
6.5,2,79,4.4,0,0,80,71,1,6,4,4,4,347.6,0,0
7.8,3,90,4.8,1,1,79,83,1,6,4,3,5,432.0,1,0
7.8,2,72,4.5,0,1,55,69,0,3,3,1,2,324.0,1,1
8.3,3,74,4.1,1,1,70,84,0,5,3,2,5,303.4,1,0
6.6,1,68,3.9,1,1,55,67,1,2,2,1,1,265.2,1,1
7.5,3,78,4.0,0,0,83,73,0,5,4,2,4,312.0,1,1
7.7,1,65,3.9,0,0,74,69,0,1,1,0,1,253.5,1,1
7.4,2,80,4.3,0,1,65,67,0,3,3,1,2,344.0,1,1
8.5,1,75,4.2,1,1,58,71,0,2,2,1,1,315.0,1,1
7.6,3,82,4.8,1,1,69,84,1,4,4,1,3,393.59999999999997,1,1
8.0,2,80,4.2,1,0,77,69,0,4,3,2,3,336.0,1,1
8.7,3,80,4.7,1,1,76,82,1,6,4,3,5,376.0,1,0
6.5,2,76,3.6,0,1,55,66,0,2,2,0,2,273.6,1,1
6.5,1,80,4.4,0,1,59,69,0,2,2,1,1,352.0,1,1
8.4,3,90,4.5,1,0,75,86,1,7,5,4,5,405.0,0,0
7.5,1,73,4.2,1,1,64,72,0,3,2,2,2,306.6,1,1
7.5,1,62,4.3,0,0,60,61,0,3,2,2,2,266.59999999999997,1,1
8.4,1,67,4.1,0,0,78,58,1,2,1,1,2,274.7,1,1
8.0,3,90,4.8,1,1,82,84,1,7,4,4,6,432.0,1,0
8.4,3,90,4.8,1,1,77,77,0,7,5,4,5,432.0,0,0
7.3,1,64,4.1,0,0,59,60,0,3,2,2,2,262.4,1,1
6.5,2,75,4.1,1,1,66,70,1,5,3,3,4,307.5,1,0
7.4,1,63,3.6,0,0,65,65,0,3,2,2,2,226.8,1,1
8.0,1,77,4.5,0,1,59,65,0,3,3,2,1,346.5,0,1
7.9,2,80,4.5,0,1,59,66,0,3,3,1,2,360.0,1,1
8.3,3,88,4.7,1,1,70,80,0,3,3,0,3,413.6,1,1
7.0,3,90,4.7,1,1,74,60,0,5,4,2,4,423.0,1,1
6.5,2,80,4.4,0,1,59,68,0,3,3,1,2,352.0,1,1
8.7,2,90,4.6,0,0,74,68,0,4,3,2,3,413.99999999999994,1,1
7.6,1,60,4.0,0,0,56,64,0,2,2,1,1,240.0,1,1
7.6,3,84,4.1,0,0,57,73,0,4,4,1,3,344.4,1,1
7.4,1,90,4.8,1,1,71,69,0,2,1,1,2,432.0,1,1
7.6,2,79,4.1,0,1,71,62,0,3,3,1,2,323.9,1,1
7.4,2,62,4.5,1,1,60,66,0,4,3,2,3,279.0,1,1
7.5,1,71,4.4,1,1,79,74,0,2,1,1,2,312.40000000000003,1,1
7.7,1,75,3.6,0,1,59,71,0,2,2,1,1,270.0,1,1
6.5,2,81,4.8,0,0,61,69,0,5,4,3,3,388.8,0,1
7.4,3,79,4.4,0,1,75,73,0,6,5,3,4,347.6,0,1
7.8,3,90,4.6,0,1,64,83,0,4,4,1,3,413.99999999999994,1,1
8.1,1,72,4.0,0,0,85,62,0,2,2,1,1,288.0,1,1
8.0,3,83,4.1,1,1,82,83,1,4,4,1,3,340.29999999999995,1,1
7.4,2,78,4.3,1,0,68,69,0,5,4,3,3,335.4,0,1
8.6,3,86,4.1,1,1,75,85,1,7,5,4,5,352.59999999999997,0,0
7.6,3,73,3.9,1,0,72,73,1,5,4,2,4,284.7,1,1
7.6,3,90,4.3,1,1,55,86,1,6,4,3,5,387.0,1,0
7.3,1,73,4.0,0,1,55,67,0,3,2,2,2,292.0,1,1
8.0,3,84,4.7,1,1,90,86,1,6,4,3,5,394.8,1,0
8.5,3,84,4.6,0,1,86,70,0,6,3,3,6,386.4,1,0
8.6,3,88,4.8,1,1,71,80,0,5,4,2,4,422.4,1,1
6.6,1,69,4.2,1,1,55,69,0,2,2,1,1,289.8,1,1
7.7,1,79,3.9,0,1,55,61,0,3,2,2,2,308.09999999999997,1,1
8.7,2,72,4.6,1,1,77,77,0,5,4,3,3,331.2,0,1
7.5,2,65,3.5,0,0,55,63,0,3,3,1,2,227.5,1,1
6.7,1,76,4.6,0,0,62,68,0,3,2,2,2,349.59999999999997,1,1
6.9,1,76,4.8,1,1,58,66,0,3,2,2,2,364.8,1,1
8.5,3,84,4.6,1,1,74,83,1,7,5,4,5,386.4,0,0
8.2,3,90,4.3,1,1,79,86,0,3,3,0,3,387.0,1,1
7.3,1,77,4.1,0,0,58,74,0,3,2,2,2,315.7,1,1
7.6,2,71,4.1,0,1,61,66,0,4,3,2,3,291.09999999999997,1,1
6.5,3,85,3.7,1,1,79,86,1,6,4,3,5,314.5,1,0
7.4,3,83,3.8,0,1,69,85,0,4,4,1,3,315.4,1,1
8.0,3,90,4.8,1,1,88,83,1,7,5,4,5,432.0,0,0
8.2,1,77,4.8,1,1,60,79,0,5,3,4,3,369.59999999999997,0,0
8.1,2,90,4.7,1,1,68,88,1,5,4,3,3,423.0,0,1
6.5,3,87,4.8,0,0,65,86,0,4,4,1,3,417.59999999999997,1,1
7.4,2,73,4.5,0,0,56,69,0,4,3,2,3,328.5,1,1
8.2,3,90,4.7,1,1,72,84,1,7,5,4,5,423.0,0,0
7.7,2,74,3.8,1,1,58,63,0,3,3,1,2,281.2,1,1
8.5,3,86,4.8,1,1,78,87,1,7,5,4,5,412.8,0,0
8.6,3,83,4.7,1,1,78,81,1,5,4,2,4,390.1,1,1
7.7,3,86,4.5,0,1,65,88,0,6,4,3,5,387.0,1,0
8.2,3,90,4.2,1,1,83,77,1,7,5,4,5,378.0,0,0
6.5,2,86,4.3,1,1,84,88,1,4,3,2,3,369.8,1,1
9.0,3,88,4.8,0,1,72,84,1,7,5,4,5,422.4,0,0
7.5,2,73,3.6,0,0,56,71,0,3,2,1,3,262.8,1,1
7.8,2,74,4.2,0,1,55,68,0,2,2,0,2,310.8,1,1
8.3,3,88,3.4,1,1,76,87,1,3,3,0,3,299.2,1,1
8.2,3,90,4.8,1,1,76,85,1,7,5,4,5,432.0,0,0
8.5,3,90,4.8,1,1,82,88,1,7,5,4,5,432.0,0,0
8.6,3,90,4.8,1,1,65,82,1,7,5,4,5,432.0,0,0
7.8,3,83,4.2,1,1,78,80,0,6,4,3,5,348.6,1,0
8.4,3,83,4.8,1,1,77,86,1,7,5,4,5,398.4,0,0
7.7,1,70,4.3,1,1,75,70,0,3,2,2,2,301.0,1,1
7.8,2,83,4.8,1,1,78,80,1,3,3,1,2,398.4,1,1
7.6,1,76,4.2,1,1,67,65,1,3,2,2,2,319.2,1,1
7.6,1,85,4.1,0,1,85,70,0,3,2,2,2,348.49999999999994,1,1
6.5,1,90,4.5,1,1,56,82,0,1,1,0,1,405.0,1,1
7.5,1,65,4.0,0,1,56,62,0,4,3,3,2,260.0,0,1
7.8,1,63,4.4,0,1,55,68,0,2,2,1,1,277.20000000000005,1,1
6.9,3,82,4.8,1,1,85,79,1,5,3,2,5,393.59999999999997,1,0
8.6,3,88,4.6,0,1,72,83,1,6,4,3,5,404.79999999999995,1,0
7.0,3,67,3.6,1,1,57,82,0,4,3,1,4,241.20000000000002,1,1
8.8,1,83,4.8,1,1,84,87,1,5,3,4,3,398.4,0,0
7.7,1,72,4.2,0,0,55,63,0,2,2,1,1,302.40000000000003,1,1
7.4,1,68,4.3,0,1,61,60,0,4,2,3,3,292.4,1,0
8.3,2,72,4.2,0,0,63,74,0,3,3,1,2,302.40000000000003,1,1
8.2,3,87,4.7,1,1,83,88,1,5,5,2,3,408.90000000000003,0,1
8.0,3,77,4.5,1,1,71,85,0,5,4,2,4,346.5,1,1
7.8,1,81,4.5,1,1,55,63,0,2,2,1,1,364.5,1,1
7.6,1,83,3.2,0,0,55,65,0,1,1,0,1,265.6,1,1
7.4,3,83,4.5,1,0,84,79,1,6,4,3,5,373.5,1,0
8.4,3,80,4.3,1,1,82,83,0,3,3,0,3,344.0,1,1
8.7,2,74,4.1,1,1,75,87,1,5,3,3,4,303.4,1,0
8.5,2,89,4.6,1,1,55,84,1,6,4,4,4,409.4,0,0
8.0,3,90,4.8,1,1,76,86,1,7,5,4,5,432.0,0,0
7.4,3,78,4.6,1,1,74,82,0,4,4,1,3,358.79999999999995,1,1
8.2,3,87,4.8,1,1,87,88,1,7,5,4,5,417.59999999999997,0,0
7.3,2,69,3.7,0,1,55,68,0,3,3,1,2,255.3,1,1
7.5,3,78,4.7,0,0,55,70,0,3,3,0,3,366.6,1,1
7.5,2,78,3.9,1,1,87,76,0,3,3,1,2,304.2,1,1
7.6,2,68,3.9,0,1,64,61,0,2,2,0,2,265.2,1,1
7.9,3,90,4.7,1,0,77,61,1,8,5,5,6,423.0,0,0
7.5,1,67,4.2,0,0,57,60,0,2,2,1,1,281.40000000000003,1,1
7.6,2,74,4.2,0,1,81,68,0,5,3,3,4,310.8,1,0
8.0,2,87,4.8,1,1,90,68,1,5,3,3,4,417.59999999999997,1,0
7.6,1,68,4.0,0,1,61,68,0,3,2,2,2,272.0,1,1
8.0,3,89,4.1,1,1,75,85,1,7,5,4,5,364.9,0,0
6.5,1,84,3.6,0,0,61,63,0,2,1,1,2,302.40000000000003,1,1
8.2,1,87,4.7,1,1,55,81,0,3,2,2,2,408.90000000000003,1,1
7.3,1,84,3.9,0,1,55,69,0,2,2,1,1,327.59999999999997,1,1
7.9,3,90,4.6,1,1,82,81,1,7,5,4,5,413.99999999999994,0,0
7.7,1,70,3.9,1,1,71,82,0,2,2,1,1,273.0,1,1
8.0,2,61,3.6,1,0,59,64,0,3,3,1,2,219.6,1,1
7.7,1,90,4.3,1,1,75,75,1,2,1,1,2,387.0,1,1
7.4,2,76,4.5,0,1,72,85,0,2,2,0,2,342.0,1,1
6.8,2,75,4.2,0,1,77,57,0,3,3,1,2,315.0,1,1
8.0,3,76,4.7,1,1,77,82,1,5,3,2,5,357.2,1,0
7.4,2,69,4.1,0,0,59,75,0,4,4,2,2,282.9,0,1
7.8,1,67,4.1,1,0,59,69,0,1,1,0,1,274.7,1,1
7.6,1,75,3.6,0,1,59,62,0,2,1,1,2,270.0,1,1
7.2,1,82,4.0,0,1,82,74,1,2,2,1,1,328.0,1,1
7.9,3,83,4.8,0,0,76,82,0,4,4,1,3,398.4,1,1
8.1,2,72,3.2,1,1,73,83,1,5,2,3,5,230.4,1,0
8.4,3,83,4.7,1,0,69,83,0,8,5,5,6,390.1,0,0
7.6,2,71,4.8,0,1,58,67,0,3,3,1,2,340.8,1,1
7.6,1,70,4.1,0,0,61,63,0,2,2,1,1,287.0,1,1
7.6,2,86,4.4,1,1,90,79,0,4,3,2,3,378.40000000000003,1,1
7.5,2,90,4.8,0,1,55,79,0,2,2,0,2,432.0,1,1
7.5,2,79,4.3,0,1,58,67,0,3,3,1,2,339.7,1,1
7.9,3,78,4.5,1,1,71,87,1,8,5,5,6,351.0,0,0
7.6,3,68,4.2,1,1,88,82,0,4,4,1,3,285.6,1,1
8.1,1,70,4.3,1,0,68,61,0,2,2,1,1,301.0,1,1
7.9,1,75,3.9,1,0,77,80,0,5,3,4,3,292.5,0,0
8.5,3,88,4.8,1,1,77,85,0,7,5,4,5,422.4,0,0
7.7,2,73,3.8,0,1,55,74,0,3,3,1,2,277.4,1,1
7.6,1,67,3.8,0,1,57,70,1,4,2,3,3,254.6,1,0
7.4,2,72,3.3,1,1,81,69,1,4,3,2,3,237.6,1,1
8.2,1,84,3.9,1,1,61,60,1,3,2,2,2,327.59999999999997,1,1
6.6,1,77,3.0,0,0,57,68,0,3,2,2,2,231.0,1,1
8.6,3,90,4.8,1,1,80,80,1,6,4,3,5,432.0,1,0
7.6,2,76,4.5,1,1,76,81,0,5,3,3,4,342.0,1,0
8.0,2,72,4.8,1,0,87,67,0,3,3,1,2,345.59999999999997,1,1
8.1,3,85,4.7,1,1,68,88,1,6,4,3,5,399.5,1,0
6.5,2,82,4.0,0,1,55,62,0,4,3,2,3,328.0,1,1
7.7,3,86,4.1,1,1,77,58,0,4,4,1,3,352.59999999999997,1,1
7.7,2,90,4.8,1,1,79,83,1,6,4,4,4,432.0,0,0
8.6,2,90,4.6,1,1,81,87,1,5,3,3,4,413.99999999999994,1,0
8.0,1,70,3.6,0,0,56,63,0,1,1,0,1,252.0,1,1
7.9,3,90,4.6,1,1,81,88,1,6,4,3,5,413.99999999999994,1,0
8.4,2,82,4.4,1,1,71,83,0,3,3,1,2,360.8,1,1
7.6,1,83,4.3,0,1,57,71,0,2,2,1,1,356.9,1,1
7.8,2,80,4.1,0,1,60,83,1,2,2,0,2,328.0,1,1
7.7,1,67,4.0,0,0,55,69,0,2,2,1,1,268.0,1,1
7.8,3,84,4.7,1,1,81,86,1,7,5,4,5,394.8,0,0
8.3,3,90,4.8,1,1,85,86,1,6,4,3,5,432.0,1,0
8.3,0,73,4.6,1,1,70,85,1,1,1,1,0,335.79999999999995,1,1
6.8,1,72,4.3,0,1,65,60,1,3,2,2,2,309.59999999999997,1,1
8.2,3,87,4.8,1,1,77,86,1,7,5,4,5,417.59999999999997,0,0
8.1,2,81,4.8,0,1,88,82,0,2,2,0,2,388.8,1,1
6.8,1,78,4.1,1,0,78,86,0,3,2,2,2,319.79999999999995,1,1
7.7,2,68,3.7,0,1,74,71,0,3,3,1,2,251.60000000000002,1,1
7.4,1,74,4.5,1,1,67,68,0,3,3,2,1,333.0,0,1
8.2,3,90,4.5,1,1,90,67,1,7,5,4,5,405.0,0,0
8.0,3,89,4.5,1,1,79,78,1,4,4,1,3,400.5,1,1
6.7,3,85,4.2,1,1,64,64,0,7,5,4,5,357.0,0,0
6.8,1,62,3.5,0,0,55,63,0,2,1,1,2,217.0,1,1
7.7,2,81,4.2,0,1,75,60,0,2,2,0,2,340.2,1,1
7.6,1,69,3.9,0,0,59,64,0,2,2,1,1,269.09999999999997,1,1
8.1,1,76,4.0,0,1,71,71,0,4,2,3,3,304.0,1,0
7.5,2,75,3.9,0,0,56,66,0,3,3,1,2,292.5,1,1
6.9,1,73,3.5,0,1,69,63,0,2,1,1,2,255.5,1,1
6.8,2,76,3.7,1,1,55,63,0,5,3,3,4,281.2,1,0
8.3,3,90,4.8,1,1,74,85,1,3,3,0,3,432.0,1,1
8.5,3,87,4.4,1,1,77,71,1,7,5,4,5,382.8,0,0
7.3,1,76,4.3,0,0,55,70,1,4,2,3,3,326.8,1,0
7.5,3,83,4.7,1,1,59,87,1,4,4,1,3,390.1,1,1
6.5,2,78,4.5,0,0,57,66,0,4,3,2,3,351.0,1,1
7.2,1,73,3.6,0,0,56,65,1,3,2,2,2,262.8,1,1
7.4,1,90,4.4,0,1,58,63,0,2,2,1,1,396.00000000000006,1,1
8.4,3,90,4.8,1,1,69,63,1,7,5,4,5,432.0,0,0
6.8,2,84,4.5,0,0,67,70,0,4,2,2,4,378.0,1,0
8.4,2,72,4.6,1,1,70,67,0,5,3,3,4,331.2,1,0
8.4,3,90,4.8,1,1,85,88,1,6,4,3,5,432.0,1,0
7.6,2,90,4.8,1,1,77,86,1,3,3,1,2,432.0,1,1
8.2,1,85,4.7,1,0,81,66,0,2,1,1,2,399.5,1,1
6.9,2,60,4.8,1,1,69,69,0,4,3,2,3,288.0,1,1
8.7,3,87,4.8,1,1,65,82,0,4,4,1,3,417.59999999999997,1,1
7.5,1,72,4.4,0,1,60,69,0,3,2,2,2,316.8,1,1
7.6,2,86,4.2,0,1,58,65,0,3,3,1,2,361.2,1,1
